Ref_ID,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure
484,TiO2-c | SrTiO3-np; TiO2-nw,,Spin-coating | Spin-coating
485,TiO2-c | SrTiO3-np; TiO2-nw,,Spin-coating | Spin-coating
486,TiO2-c | SrTiO3-np; TiO2-nw,,Spin-coating | Spin-coating
487,PCBM-60,,Spin-coating
488,PCBM-60,,Spin-coating
489,PCBM-60,,Spin-coating
490,PCBM-60,,Spin-coating
491,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
492,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
493,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
494,TiO2-c | TiO2-mp | ZrO2-mp,500.0 | 3000.0 | 10000.0,Spray-pyrolys | Screen printing | Screen printing
495,TiO2-c | TiO2-mp | ZrO2-mp,500.0 | 3000.0 | 10000.0,Spray-pyrolys | Screen printing | Screen printing
496,PCBM-60 | ZnO,,Spin-coating | Spin-coating
497,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
498,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
499,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
500,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
501,TiO2-c,,Spray-pyrolys
502,TiO2-c,,Spray-pyrolys
503,TiO2-c,,Spray-pyrolys
504,TiO2-c,,Spray-pyrolys
505,TiO2-c,,Spray-pyrolys
506,TiO2-c,,Spray-pyrolys
507,TiO2-c,,Spray-pyrolys
508,TiO2-c,,Spray-pyrolys
509,TiO2-c,,Spin-coating
510,TiO2-c,,Spin-coating
511,TiO2-c,,Spin-coating
512,TiO2-c,,Spin-coating
513,TiO2-c,,Spin-coating
514,TiO2-c,,Spin-coating
515,TiO2-c,,Spin-coating
516,TiO2-c,,Spin-coating
517,TiO2-c,,Spin-coating
518,TiO2-c,,Spin-coating
519,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
521,TiO2-c,,Spin-coating
522,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
523,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
524,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
525,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
526,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
527,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
528,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
529,TiO2-c,70,Spray-pyrolys
530,TiO2-np,50,Spin-coating
531,TiO2-c | TiO2-mp,70.0 | 50.0,Spray-pyrolys | Spin-coating
532,PCBM-60 | ZnO-np,,Spin-coating | Spin-coating
533,PCBM-60 | ZnO-np,,Spin-coating | Spin-coating
534,PCBM-60 | ZnO,,Spin-coating | Spin-coating
535,ZnO-c,,Spin-coating
536,ZnO-c,,Spin-coating
537,ZnO-c,,Spin-coating
538,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
539,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
540,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
541,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
542,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
543,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
544,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
545,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
546,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
547,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
548,TiO2-c | TiO2-mp,15.0 | nan,Evaporation | Spin-coating
549,Zn2SnO4,110,Spin-coating
550,Zn2SnO4,110,Spin-coating
551,Zn2SnO4,110,Spin-coating
552,SnO2-c,50,Spin-coating
553,SnO2-c,50,Spin-coating
554,SnO2-c,50,Spin-coating
555,SnO2-c,50,Spin-coating
556,SnO2-c,50,Spin-coating
557,SnO2-c,50,Spin-coating
558,SnO2-c,50,Spin-coating
559,SnO2-c,50,Spin-coating
560,SnO2-c,50,Spin-coating
561,SnO2-c,50,Spin-coating
562,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
563,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
564,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
565,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
566,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
567,Unknown,,Unknown
568,C60-lactone,,Spin-coating
569,C60-lactone,,Spin-coating
570,C60-lactone,,Spin-coating
571,PCBM-60,,Spin-coating
572,TiO2-c,,Spin-coating
573,TiO2-c,,Spin-coating
574,TiO2-c,,Spin-coating
575,TiO2-c,,Spin-coating
576,TiO2-c,,Spin-coating
577,TiO2-c,,Spin-coating
578,TiO2-c,,Spin-coating
579,TiO2-c,,Spin-coating
580,TiO2-c,,Spin-coating
581,TiO2-c,,Spin-coating
582,TiO2-c,,Spin-coating
583,TiO2-c,,Spin-coating
584,TiO2-c,,Spin-coating
585,TiO2-c,,Spin-coating
586,PCBM-60 | Bphen,,Spin-coating | Spin-coating
587,PCBM-60 | Bphen,,Spin-coating | Spin-coating
588,PCBM-60 | Bphen,,Spin-coating | Spin-coating
589,PCBM-60 | Bphen,,Spin-coating | Spin-coating
590,PCBM-60 | Bphen,,Spin-coating | Spin-coating
591,PCBM-60 | Bphen,,Spin-coating | Spin-coating
592,PCBM-60 | Bphen,,Spin-coating | Spin-coating
593,PCBM-60 | Bphen,,Spin-coating | Spin-coating
594,PCBM-60 | Bphen,,Spin-coating | Spin-coating
595,PCBM-60 | Bphen,,Spin-coating | Spin-coating
596,SnO2-c,,Spin-coating
597,SnO2-c,,Spin-coating
598,SnO2-c,,Spin-coating
599,TiO2-c,,CBD
600,TiO2-c,,CBD
601,TiO2-c,,CBD
602,TiO2-c,,CBD
603,TiO2-c,,Dipp-coating
604,TiO2-c,,Dipp-coating
605,TiO2-c,,Dipp-coating
606,TiO2-c,,Dipp-coating
607,TiO2-c,,Dipp-coating
608,TiO2-c,,Spin-coating
609,Al:ITO-c,,Spin-coating
610,SnO2-c,,Spin-coating
611,TiO2-c | SnO2-c,,Spin-coating | Spin-coating
612,Al:ITO-c | SnO2-c,,Spin-coating | Spin-coating
613,SnO2-c,,CBD
614,SnO2-c,,CBD
615,SnO2-c,,CBD
616,SnO2-c,,CBD
617,SnO2-c,,CBD
618,SnO2-c,,CBD
619,SnO2-c,,CBD
620,SnO2-c,,CBD
621,SnO2-c,,CBD
622,SnO2-c,,CBD
623,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
624,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
625,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
626,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
627,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
628,PCBM-60 | bis-C60,55.0 | 10.0,Spin-coating | Spin-coating
629,LiF | C60 | PEIE | SnO2-c | ZTO,1.0 | 30.0 | nan | nan | nan,Evaporation | Evaporation | Spin-coating | ALD | ALD
630,LiF | C60 | PEIE | SnO2-c | ZTO,1.0 | 30.0 | nan | nan | nan,Evaporation | Evaporation | Spin-coating | ALD | ALD
631,LiF | C60 | SnO2-c | ZTO,1.0 | 30.0 | nan | nan,Evaporation | Evaporation | ALD | ALD
632,LiF | C60 | PEIE | SnO2-c | ZTO,1.0 | 30.0 | nan | nan | nan,Evaporation | Evaporation | Spin-coating | ALD | ALD
633,LiF | C60 | SnO2-c | ZTO,1.0 | 30.0 | nan | nan,Evaporation | Evaporation | ALD | ALD
634,LiF | C60 | PEIE | SnO2-c | ZTO,1.0 | 30.0 | nan | nan | nan,Evaporation | Evaporation | Spin-coating | ALD | ALD
635,LiF | C60 | SnO2-c | ZTO,1.0 | 30.0 | nan | nan,Evaporation | Evaporation | ALD | ALD
636,LiF | C60 | BCP,1.0 | 30.0 | 6.0,Evaporation | Evaporation | Evaporation
637,SnO2-np,,Spin-coating
638,ZnO@SnO2-np,,Spin-coating
639,TiO2-c,,Magnetron sputtering
640,TiO2-c,,Magnetron sputtering
641,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
642,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
643,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
644,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
645,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
646,TiO2-c,,Spin-coating
647,TiO2-c,,Spin-coating
648,TiO2-c,,Spin-coating
649,TiO2-c,,Spin-coating
650,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
651,TiO2-c,100,Electrodeposition
652,TiO2-c,100,Electrodeposition
653,TiO2-c,100,Electrodeposition
654,TiO2-c,100,Electrodeposition
655,TiO2-c | TiO2-mp,30.0 | nan,Spray-pyrolys | Spin-coating
656,TiO2-c | TiO2-mp,30.0 | nan,Spray-pyrolys | Spin-coating
657,TiO2-c | PCBM-60,,Spin-coating | Spin-coating
658,TiO2-c | PCBM-60,,Spin-coating | Spin-coating
659,TiO2-c | PCBM-60,,Spin-coating | Spin-coating
660,TiO2-c | PCBM-60,,Spin-coating | Spin-coating
661,TiO2-c | PCBM-60,,Spin-coating | Spin-coating
662,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
663,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
664,PCBM-60 | BCP,,Spin-coating | Spin-coating
665,PCBM-60 | BCP,,Spin-coating | Spin-coating
666,PCBM-60 | BCP,,Spin-coating | Spin-coating
667,PCBM-60 | BCP,,Spin-coating | Spin-coating
668,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
669,SnO2-c,,Spin-coating
670,SnO2-c | Al2O3-mp,,Spin-coating | Spin-coating
671,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
672,SnO2-c | Al2O3-mp,,Spin-coating | Spin-coating | Spin-coating
673,SnO2-c | Al2O3-mp,,Spin-coating | Spin-coating | Spin-coating
674,SnO2-c | Al2O3-mp,,Spin-coating | Spin-coating | Spin-coating
675,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
676,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
677,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
678,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
679,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
680,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
681,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
682,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
683,SnO2-c | Al2O3-mp | NiO-np,,Spin-coating | Spin-coating | Spin-coating
684,TiO2-c,40,CBD
685,TiO2-c,40,CBD
686,TiO2-c,40,CBD
687,TiO2-c,40,CBD
688,TiO2-c,40,CBD
689,TiO2-c,40,CBD
690,TiO2-c,40,CBD
691,TiO2-c,40,CBD
692,TiO2-c,40,CBD
693,TiO2-c,40,CBD
694,SnO2-np,,Spin-coating
695,TiO2-c,,Spin-coating
696,TiO2-c,,Spin-coating
697,TiO2-c,,Spin-coating
698,TiO2-c,,Spin-coating
699,TiO2-c,,Spin-coating
700,TiO2-c,,Spin-coating
701,TiO2-c,,Spin-coating
702,TiO2-c,,Spin-coating
703,TiO2-c,,CBD
704,TiO2-c,,CBD
705,TiO2-c,,CBD
706,TiO2-c,,CBD
707,TiO2-c,,CBD
708,TiO2-c,,CBD
709,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
710,TiO2-c | TiO2-mp,30.0 | nan,Spin-coating | Spin-coating
711,PCBM-60,80,Spin-coating
712,PCBM-60 | PN4N,80.0 | nan,Spin-coating | Spin-coating
713,PCBM-60,80,Spin-coating
714,PCBM-60 | PFN,80.0 | nan,Spin-coating | Spin-coating
715,PCBM-60,80,Spin-coating
716,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
717,TiO2-c,,Spray-pyrolys
718,TiO2-c,,Spray-pyrolys
719,TiO2-c,,Spray-pyrolys
720,TiO2-c,,Spray-pyrolys
721,TiO2-c,,Spray-pyrolys
722,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
723,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
724,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
725,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
726,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
727,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
728,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
729,TiO2-c | TiO2-mp,nan | 150.0,Spin-coating | Spin-coating
730,PCBM-70,,Spin-coating
731,PCBM-70,,Spin-coating
732,PCBM-70,,Spin-coating
733,SnO2-np,20,Spin-coating
734,SnO2-np,20,Spin-coating
735,SnO2-np,20,Spin-coating
736,SnO2-np,20,Spin-coating
737,SnO2-np,20,Spin-coating
738,SnO2-np,20,Spin-coating
739,SnO2-np,20,Spin-coating
740,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
741,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
742,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
743,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
744,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
745,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
746,SnO2-np | TiO2-mp,,Spin-coating | Spin-coating
747,SnO2-np | TiO2-mp,,Spin-coating | Spin-coating
748,SnO2-np | TiO2-mp,,Spin-coating | Spin-coating
749,SnO2-np | TiO2-mp,,Spin-coating | Spin-coating
750,SnO2-np | TiO2-mp,,Spin-coating | Spin-coating
751,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
752,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
753,SnO2-np,,Spin-coating
754,SnO2-np,,Spin-coating
755,SnO2-np,,Spin-coating
756,SnO2-np,,Spin-coating
757,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
758,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
759,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
760,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
761,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
762,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
763,NDIF1,,Spin-coating
764,NDIF1,,Spin-coating
765,NDIF1,,Spin-coating
766,NDIF1,,Spin-coating
767,NDIF2,,Spin-coating
768,NDIF2,,Spin-coating
769,NDIF2,,Spin-coating
770,NDIF2,,Spin-coating
771,DNDIF3,,Spin-coating
772,DNDIF3,,Spin-coating
773,DNDIF3,,Spin-coating
774,DNDIF3,,Spin-coating
775,PCBM-60,,Spin-coating
776,ZnO-c,,Spin-coating
777,ZnO-c,,Spin-coating
778,TiO2-c,,CBD
779,TiO2-c,,CBD
780,TiO2-c,,CBD
781,TiO2-c,,CBD
782,Nb2O5 | TiO2-mp,,Sputtering | Spin-coating
783,Nb2O5 | TiO2-mp,,Sputtering | Spin-coating
784,Nb2O5 | TiO2-mp,,Sputtering | Spin-coating
785,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
786,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
787,none,,Unknown
788,PN-P,,Dipp-coating
789,TN-P,,Dipp-coating
790,NDI-P,,Dipp-coating
791,SnO2-np,,Spin-coating
792,SnO2-np,,Spin-coating
793,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
794,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
795,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
796,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
797,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
798,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
799,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
800,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
801,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
802,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
803,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
804,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
805,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
806,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
807,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
808,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
809,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
810,PCBM-60 | LiF,80.0 | 1.0,Spin-coating | Evaporation
811,PCBM-60,,Spin-coating
812,PCBM-60,,Spin-coating
813,PCBM-60,,Spin-coating
814,PCBM-60,,Spin-coating
815,PCBM-60,,Spin-coating
816,PCBM-60,,Spin-coating
817,PCBM-60,,Spin-coating
818,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
819,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
820,SnO2-np,,Spin-coating
821,SnO2-np,,Spin-coating
822,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
823,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
824,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
825,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
826,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
827,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
828,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
829,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
830,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
831,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
832,PCBM-60,,Spin-coating
833,PCBM-60,,Spin-coating
834,PCBM-60,,Spin-coating
835,PCBM-60,,Spin-coating
836,PCBM-60,,Spin-coating
837,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
838,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
839,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
840,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
841,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
842,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
843,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
844,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
845,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
846,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
847,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
848,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
849,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
850,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
851,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating
852,PCBM-60 | Bphen,nan | 3.0,Spin-coating | Evaporation
853,TiO2-c,,CBD
854,TiO2-c,,CBD
855,TiO2-c,,CBD
856,TiO2-c,,CBD
857,PCBM-60 | AZO-np | SnO2-c,100.0 | 130.0 | nan,Spin-coating | Spin-coating | Evaporation
858,PCBM-60 | AZO-np | SnO2-c,100.0 | 130.0 | nan,Spin-coating | Spin-coating | Evaporation
859,PCBM-60 | AZO-np | SnO2-c,100.0 | 130.0 | nan,Spin-coating | Spin-coating | Evaporation
860,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
861,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
862,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
863,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
864,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
865,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
866,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
867,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
868,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
869,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
870,PCBM-60 | bis-C60,,Spin-coating | Spin-coating
871,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
872,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
873,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
874,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
875,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
876,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
877,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
878,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
879,SnO2-np,,Spin-coating
880,SnO2-np,,Spin-coating
881,PCBM-60,,Spin-coating
882,PCBM-60,,Spin-coating
883,PCBM-60,,Spin-coating
884,PCBM-60,,Spin-coating
885,PCBM-60,,Spin-coating
886,PCBM-60,,Spin-coating
887,PCBM-60,,Spin-coating
888,SnO2-np,,Spin-coating
889,SnO2-np | TiO2-np,,Spin-coating | Spin-coating
890,SnO2-np,,Spin-coating
891,SnO2-np | TiO2-np,,Spin-coating | Spin-coating
892,TiO2-np,,Spin-coating
893,PCBM-60 | Rhodamine 101 | LiF,,Spin-coating | Spin-coating | Evaporation
894,PCBM-60 | Rhodamine 101 | LiF,,Spin-coating | Spin-coating | Evaporation
895,PCBM-60 | Rhodamine 101 | LiF,,Spin-coating | Spin-coating | Evaporation
896,PCBM-60 | Rhodamine 101 | LiF,,Spin-coating | Spin-coating | Evaporation
897,Fe2O3-c,,Spin-coating
898,Fe2O3-mp,,Spin-coating
899,Fe2O3-np,,Spin-coating
900,Fe2O3-np,,Spin-coating
901,Fe2O3-np,,Spin-coating
902,Fe2O3-c,,Spin-coating
903,Fe2O3-np,,Spin-coating
904,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
905,WOx,30,Evaporation
906,TiO2-c,,CBD
907,TiO2-c,,CBD
908,TiO2-c,,CBD
909,TiO2-c,,CBD
910,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
911,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
912,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
913,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
914,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
915,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
916,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
917,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
918,TiO2-c,80,Spin-coating
919,TiO2-c,80,Spin-coating
920,SnO2-c,,Spin-coating | Spin-coating
921,SnO2-c | ZnTiO3-mp,,Spin-coating | Spin-coating
922,SnO2-c | ZnTiO3-mp,,Spin-coating | Spin-coating
923,TiO2-c,10,Spray-pyrolys
924,TiO2-c,10,Spray-pyrolys
925,TiO2-c,10,Spray-pyrolys
926,TiO2-c,10,Spray-pyrolys
927,TiO2-c,10,Spray-pyrolys
928,TiO2-c,10,Spray-pyrolys
929,TiO2-c,10,Spray-pyrolys
930,TiO2-c,10,Spray-pyrolys
931,TiO2-c,10,Spray-pyrolys
932,TiO2-c,10,Spray-pyrolys
933,PCBM-60 | ZnO-np | AZO,,Spin-coating | Spin-coating | Sputtering
934,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
935,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
936,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
937,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
938,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
939,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
940,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
941,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
942,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
943,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
944,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
945,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
946,TiO2-c,50,Spin-coating
947,TiO2-c,50,Spin-coating
948,TiO2-c,50,Spin-coating
949,TiO2-c,50,Spin-coating
950,TiO2-c,50,Spin-coating
951,TiO2-c,50,Spin-coating
952,TiO2-c,50,Spin-coating
953,TiO2-c,50,Spin-coating
954,PCBM-60,,Spin-coating
955,PCBM-60,,Spin-coating
956,PCBM-60,,Spin-coating
957,TiO2-c,,CBD
958,TiO2-c,,CBD
959,TiO2-c,,CBD
960,TiO2-c,,CBD
961,TiO2-c,,CBD
962,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
963,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
964,PCBM-60 | BCP,,Spin-coating | Spin-coating
965,PCBM-60 | BCP,,Spin-coating | Spin-coating
966,PCBM-60 | BCP,,Spin-coating | Spin-coating
967,TiO2-c | TiO2-mp,40.0 | 190.0,Spin-coating | Spin-coating
968,TiO2-c | TiO2-mp,40.0 | 190.0,Spin-coating | Spin-coating
969,TiO2-c | TiO2-mp,40.0 | 190.0,Spin-coating | Spin-coating
970,TiO2-c | TiO2-mp,40.0 | 190.0,Spin-coating | Spin-coating
971,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
972,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
973,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
974,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
975,PCBM-60 | BCP,,Spin-coating | Spin-coating
976,C60 | BCP,20.0 | 10.0,Evaporation | Evaporation
977,C60 | BCP,20.0 | 10.0,Evaporation | Evaporation
978,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
979,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
980,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
981,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
982,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
983,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
984,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
985,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
986,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
987,TiO2-c | TiO2-mp,70.0 | 100.0,Spray-pyrolys | Spin-coating
988,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
989,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
990,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
991,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
992,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
993,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
994,P1,,Spin-coating
995,P2,,Spin-coating
996,P3,,Spin-coating
997,P4,,Spin-coating
